NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;TP_DEPENDENCIA;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AF
2016;Cajazeiras;2503704;EEIFM ARCO IRIS;4;171;21;0;21;150;75;75
2016;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;1681;0;0;0;362;0;362
2016;Cajazeiras;2503704;EEEFM PROFº CRISPIM COELHO;2;608;0;0;0;206;0;206
2016;Cajazeiras;2503704;EEEF DOM MOISES COELHO;2;838;0;0;0;696;90;606
2016;Cajazeiras;2503704;EEEF DESEMBARGADOR BOTO DE MENEZES;2;337;0;0;0;229;229;0
2016;Cajazeiras;2503704;EEEIEF JANDUY CARNEIRO;2;50;0;0;0;50;50;0
2016;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;182;0;0;0;147;147;0
2016;Cajazeiras;2503704;EEEFM CRISTIANO CARTAXO;2;584;0;0;0;0;0;0
2016;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;212;0;0;0;148;148;0
2016;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;229;0;0;0;229;0;229
2016;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;233;0;0;0;196;196;0
2016;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;919;0;0;0;0;0;0
2016;Cajazeiras;2503704;EEEF DE FAZENDA SAO JOSE;2;61;0;0;0;23;23;0
2016;Cajazeiras;2503704;EEEIF JOSE MANOEL DE ABREU;2;82;0;0;0;30;30;0
2016;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;560;55;0;55;409;206;203
2016;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;39;4;0;4;35;35;0
2016;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;20;8;0;8;12;12;0
2016;Cajazeiras;2503704;EMEIEF TRAJANO BORGES;3;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;EMEIEF ANIBAL GOMES DE SA;3;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;173;25;0;25;148;82;66
2016;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;226;28;0;28;198;107;91
2016;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;596;65;0;65;411;251;160
2016;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;553;69;0;69;388;165;223
2016;Cajazeiras;2503704;EMEIEF JOSE DANIEL DE SOUSA;3;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;21;2;0;2;19;19;0
2016;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;22;7;0;7;15;15;0
2016;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;213;20;0;20;193;193;0
2016;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;244;40;0;40;204;118;86
2016;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;234;26;0;26;208;90;118
2016;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;187;12;0;12;175;99;76
2016;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;269;48;0;48;221;135;86
2016;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;386;73;0;73;159;159;0
2016;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;14;3;0;3;11;11;0
2016;Cajazeiras;2503704;EMEIEF REGINA VIEIRA DA COSTA;3;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;EMEIEF ELIZA BEZERRA LEANDRO;3;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;143;24;0;24;119;89;30
2016;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;238;127;50;77;111;111;0
2016;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;571;125;36;89;446;236;210
2016;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;226;0;0;0;226;226;0
2016;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;808;0;0;0;0;0;0
2016;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;379;20;0;20;359;214;145
2016;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;247;62;0;62;185;114;71
2016;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS DA UFCG;1;386;0;0;0;0;0;0
2016;Cajazeiras;2503704;CEJA - CENTRO DE EDUCACAO DE JOVENS ADULTOS MONS VICENTE FREITAS;2;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;EEEF ANTONIO DIAS DA SILVA;2;88;0;0;0;54;54;0
2016;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;21;9;0;9;12;12;0
2016;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;197;0;0;0;197;108;89
2016;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;255;20;0;20;235;146;89
2016;Cajazeiras;2503704;CENTRO EDUCACIONAL JOSUE ROBERTO;4;76;45;15;30;31;31;0
2016;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;47;40;0;40;7;7;0
2016;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;55;55;28;27;0;0;0
2016;Cajazeiras;2503704;ESC DE ENS FUND NOVA GERACAO;4;10;3;0;3;7;7;0
2016;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;107;53;13;40;54;54;0
2016;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;81;22;0;22;59;59;0
2016;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;31;8;0;8;23;23;0
2016;Cajazeiras;2503704;CENTRO EDUCACIONAL SENHORA DA PIEDADE;4;0;0;0;0;0;0;0
2016;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;264;96;0;96;168;144;24
2016;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;368;63;30;33;189;80;109
2016;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;101;51;14;37;50;50;0
2016;Cajazeiras;2503704;EEIF NOVO SECULO;4;50;20;0;20;30;30;0
2016;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;47;47;47;0;0;0;0
2016;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;95;95;59;36;0;0;0
2016;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;68;33;10;23;35;35;0
2016;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;45;0;0;0;0;0;0
2016;Cajazeiras;2503704;CRECHE SAO JOSE;3;130;130;74;56;0;0;0
2016;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;82;82;65;17;0;0;0
2016;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;56;33;4;29;23;23;0
2016;Cajazeiras;2503704;EEIF FENIX;4;32;23;0;23;9;9;0
2016;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;49;29;3;26;20;20;0
2016;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;236;24;13;11;120;47;73
2017;Cajazeiras;2503704;COLEGIO NOSSA SRª DE LOURDES;4;1060;152;52;100;610;297;313
2017;Cajazeiras;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;4;733;78;42;36;461;195;266
2017;Cajazeiras;2503704;COLEGIO ALTERNATIVO MASTER;4;90;23;7;16;67;43;24
2017;Cajazeiras;2503704;EEIFM ARCO IRIS;4;180;28;10;18;152;76;76
2017;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;834;0;0;0;393;0;393
2017;Cajazeiras;2503704;EEEFM PROFº CRISPIM COELHO;2;614;0;0;0;208;0;208
2017;Cajazeiras;2503704;EEEF DOM MOISES COELHO;2;755;0;0;0;646;0;646
2017;Cajazeiras;2503704;EEEF DESEMBARGADOR BOTO DE MENEZES;2;380;0;0;0;263;263;0
2017;Cajazeiras;2503704;EEEIEF JANDUY CARNEIRO;2;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;197;0;0;0;167;167;0
2017;Cajazeiras;2503704;EEEFM CRISTIANO CARTAXO;2;396;0;0;0;0;0;0
2017;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;222;0;0;0;137;137;0
2017;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;257;0;0;0;257;0;257
2017;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;264;0;0;0;194;194;0
2017;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;776;0;0;0;0;0;0
2017;Cajazeiras;2503704;EEEF DE FAZENDA SAO JOSE;2;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;EEEIF JOSE MANOEL DE ABREU;2;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;569;73;0;73;376;188;188
2017;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;27;1;0;1;26;26;0
2017;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;21;5;0;5;16;16;0
2017;Cajazeiras;2503704;EMEIEF TRAJANO BORGES;3;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;161;27;0;27;134;75;59
2017;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;248;39;0;39;209;115;94
2017;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;623;56;0;56;429;252;177
2017;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;529;61;0;61;365;155;210
2017;Cajazeiras;2503704;EMEIEF JOSE DANIEL DE SOUSA;3;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;31;10;0;10;21;21;0
2017;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;28;8;0;8;20;20;0
2017;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;211;29;0;29;182;182;0
2017;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;273;43;0;43;212;121;91
2017;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;266;41;0;41;204;95;109
2017;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;174;13;0;13;161;89;72
2017;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;261;47;0;47;214;139;75
2017;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;277;52;0;52;140;140;0
2017;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;12;3;0;3;9;9;0
2017;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;159;29;0;29;130;95;35
2017;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;238;127;44;83;111;111;0
2017;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;551;123;31;92;428;226;202
2017;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;298;0;0;0;298;298;0
2017;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;753;0;0;0;0;0;0
2017;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;382;24;0;24;358;222;136
2017;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;191;25;0;25;166;111;55
2017;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS DA UFCG;1;362;0;0;0;0;0;0
2017;Cajazeiras;2503704;EEEF ANTONIO DIAS DA SILVA;2;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;37;6;0;6;14;14;0
2017;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;239;0;0;0;239;143;96
2017;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;248;19;0;19;229;153;76
2017;Cajazeiras;2503704;CENTRO EDUCACIONAL JOSUE ROBERTO;4;49;24;9;15;25;25;0
2017;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;60;55;0;55;5;5;0
2017;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;68;68;26;42;0;0;0
2017;Cajazeiras;2503704;ESC DE ENS FUND NOVA GERACAO;4;0;0;0;0;0;0;0
2017;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;123;56;12;44;67;67;0
2017;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;120;26;0;26;59;59;0
2017;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;37;15;0;15;22;22;0
2017;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;221;89;0;89;132;132;0
2017;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;283;47;22;25;146;73;73
2017;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;90;40;10;30;50;50;0
2017;Cajazeiras;2503704;EEIF NOVO SECULO;4;44;24;7;17;20;20;0
2017;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;49;49;31;18;0;0;0
2017;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;98;98;75;23;0;0;0
2017;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;76;35;8;27;41;41;0
2017;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;40;0;0;0;0;0;0
2017;Cajazeiras;2503704;CRECHE SAO JOSE;3;135;135;72;63;0;0;0
2017;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;107;107;63;44;0;0;0
2017;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;53;36;2;34;17;17;0
2017;Cajazeiras;2503704;E C I T PROFESSORA NICEIA CLAUDINO PINHEIRO;2;172;0;0;0;0;0;0
2017;Cajazeiras;2503704;EEIF FENIX;4;45;30;10;20;15;15;0
2017;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;50;34;3;31;16;16;0
2017;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;499;56;31;25;150;68;82
2018;Cajazeiras;2503704;COLEGIO NOSSA SRª DE LOURDES;4;1034;157;58;99;588;297;291
2018;Cajazeiras;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;4;698;72;22;50;454;183;271
2018;Cajazeiras;2503704;COLEGIO ALTERNATIVO MASTER;4;124;23;4;19;101;69;32
2018;Cajazeiras;2503704;EEIFM ARCO IRIS;4;161;25;9;16;136;58;78
2018;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;1111;0;0;0;403;0;403
2018;Cajazeiras;2503704;EEEFM PROFº CRISPIM COELHO;2;216;0;0;0;117;0;117
2018;Cajazeiras;2503704;EEEFM DOM MOISES COELHO;2;902;0;0;0;685;0;685
2018;Cajazeiras;2503704;EEEF DESEMBARGADOR BOTO DE MENEZES;2;304;0;0;0;268;268;0
2018;Cajazeiras;2503704;EEEIEF JANDUY CARNEIRO;2;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;184;0;0;0;158;158;0
2018;Cajazeiras;2503704;ECIT CRISTIANO CARTAXO;2;156;0;0;0;0;0;0
2018;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;239;0;0;0;160;160;0
2018;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;246;0;0;0;246;0;246
2018;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;189;0;0;0;146;146;0
2018;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;991;0;0;0;0;0;0
2018;Cajazeiras;2503704;EEEF DE FAZENDA SAO JOSE;2;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EEEIF JOSE MANOEL DE ABREU;2;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;467;84;0;84;383;184;199
2018;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;21;4;0;4;17;17;0
2018;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;13;3;0;3;10;10;0
2018;Cajazeiras;2503704;EMEIEF TRAJANO BORGES;3;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;154;18;0;18;136;76;60
2018;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;329;35;0;35;256;143;113
2018;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;638;55;0;55;444;275;169
2018;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;554;64;0;64;394;162;232
2018;Cajazeiras;2503704;EMEIEF JOSE DANIEL DE SOUSA;3;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;16;5;0;5;11;11;0
2018;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;19;7;0;7;12;12;0
2018;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;225;48;0;48;177;177;0
2018;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;262;37;0;37;199;118;81
2018;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;319;78;0;78;204;100;104
2018;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;169;18;0;18;151;80;71
2018;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;292;53;0;53;239;145;94
2018;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;295;39;0;39;170;170;0
2018;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;16;3;0;3;13;13;0
2018;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;149;47;0;47;102;102;0
2018;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;219;94;22;72;125;125;0
2018;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;516;113;30;83;403;198;205
2018;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;323;0;0;0;323;323;0
2018;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;696;0;0;0;0;0;0
2018;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;319;0;0;0;319;175;144
2018;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;104;32;0;32;72;0;72
2018;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS DA UFCG;1;364;0;0;0;0;0;0
2018;Cajazeiras;2503704;CEJA - CENTRO DE EDUCACAO DE JOVENS ADULTOS MONS VICENTE FREITAS;2;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EEEF ANTONIO DIAS DA SILVA;2;0;0;0;0;0;0;0
2018;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;17;3;0;3;14;14;0
2018;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;277;0;0;0;245;158;87
2018;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;201;57;0;57;144;144;0
2018;Cajazeiras;2503704;CENTRO EDUCACIONAL JOSUE ROBERTO;4;38;19;9;10;19;19;0
2018;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;38;38;0;38;0;0;0
2018;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;59;59;19;40;0;0;0
2018;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;115;49;14;35;66;66;0
2018;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;124;34;0;34;69;69;0
2018;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;41;24;0;24;17;17;0
2018;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;243;120;0;120;123;123;0
2018;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;270;48;22;26;149;75;74
2018;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;84;43;0;43;41;41;0
2018;Cajazeiras;2503704;EEIF NOVO SECULO;4;50;31;16;15;19;19;0
2018;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;53;53;34;19;0;0;0
2018;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;87;87;87;0;0;0;0
2018;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;93;40;16;24;53;53;0
2018;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;49;0;0;0;0;0;0
2018;Cajazeiras;2503704;CRECHE SAO JOSE;3;139;139;139;0;0;0;0
2018;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;89;89;89;0;0;0;0
2018;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;66;36;3;33;30;30;0
2018;Cajazeiras;2503704;ECIT NICEIA CLAUDINO PINHEIRO;2;307;0;0;0;0;0;0
2018;Cajazeiras;2503704;EEEFM ARIANO VILAR SUASSUNA;2;173;0;0;0;0;0;0
2018;Cajazeiras;2503704;COLEGIO E CURSO MULTIPLA ESCOLHA;4;143;55;26;29;88;50;38
2018;Cajazeiras;2503704;EEIF FENIX;4;38;20;0;20;18;18;0
2018;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;45;29;4;25;16;16;0
2018;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;430;50;34;16;120;58;62
2019;Cajazeiras;2503704;COLEGIO NOSSA SRª DE LOURDES;4;1066;154;63;91;583;302;281
2019;Cajazeiras;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;4;666;68;13;55;439;200;239
2019;Cajazeiras;2503704;COLEGIO ALTERNATIVO MASTER;4;177;50;25;25;127;81;46
2019;Cajazeiras;2503704;EEIFM ARCO IRIS;4;166;31;14;17;135;59;76
2019;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;1394;0;0;0;243;0;243
2019;Cajazeiras;2503704;EEEFM PROFº CRISPIM COELHO;2;123;0;0;0;47;0;47
2019;Cajazeiras;2503704;EEEFM DOM MOISES COELHO;2;964;0;0;0;725;0;725
2019;Cajazeiras;2503704;EEEF DESEMBARGADOR BOTO DE MENEZES;2;299;0;0;0;283;283;0
2019;Cajazeiras;2503704;EEEIEF JANDUY CARNEIRO;2;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;153;0;0;0;153;153;0
2019;Cajazeiras;2503704;ECIT CRISTIANO CARTAXO;2;289;0;0;0;0;0;0
2019;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;137;0;0;0;137;137;0
2019;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;265;0;0;0;236;0;236
2019;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;129;0;0;0;129;129;0
2019;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;956;0;0;0;0;0;0
2019;Cajazeiras;2503704;EEEF DE FAZENDA SAO JOSE;2;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EEEIF JOSE MANOEL DE ABREU;2;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;557;69;0;69;383;186;197
2019;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;41;6;2;4;15;15;0
2019;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;14;3;0;3;11;11;0
2019;Cajazeiras;2503704;EMEIEF TRAJANO BORGES;3;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;162;16;0;16;146;75;71
2019;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;319;31;0;31;247;133;114
2019;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;696;56;0;56;452;266;186
2019;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;622;53;0;53;422;157;265
2019;Cajazeiras;2503704;EMEIEF JOSE DANIEL DE SOUSA;3;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;16;3;0;3;13;13;0
2019;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;40;7;2;5;7;7;0
2019;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;203;43;0;43;160;160;0
2019;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;252;37;8;29;173;111;62
2019;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;431;117;0;117;263;127;136
2019;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;200;12;0;12;153;85;68
2019;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;273;42;0;42;231;145;86
2019;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;371;38;0;38;192;192;0
2019;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;20;2;0;2;18;18;0
2019;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;113;30;11;19;83;83;0
2019;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;196;70;15;55;126;126;0
2019;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;503;113;35;78;390;194;196
2019;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;349;0;0;0;349;349;0
2019;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;704;0;0;0;0;0;0
2019;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;330;0;0;0;330;166;164
2019;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;134;46;6;40;88;11;77
2019;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS;1;389;0;0;0;0;0;0
2019;Cajazeiras;2503704;CEJA - CENTRO DE EDUCACAO DE JOVENS ADULTOS MONS VICENTE FREITAS;2;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EEEF ANTONIO DIAS DA SILVA;2;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;53;10;2;8;10;10;0
2019;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;301;0;0;0;256;151;105
2019;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;547;267;200;67;280;146;134
