NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;TP_DEPENDENCIA;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AF
2019;Cajazeiras;2503704;CENTRO EDUCACIONAL JOSUE ROBERTO;4;10;10;0;10;0;0;0
2019;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;34;34;0;34;0;0;0
2019;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;70;70;35;35;0;0;0
2019;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;129;64;25;39;65;65;0
2019;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;151;27;1;26;79;79;0
2019;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;60;41;0;41;19;19;0
2019;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;293;126;0;126;167;167;0
2019;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;248;49;18;31;147;73;74
2019;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;73;35;0;35;38;38;0
2019;Cajazeiras;2503704;EEIF NOVO SECULO;4;53;38;0;38;15;15;0
2019;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;70;70;70;0;0;0;0
2019;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;111;111;111;0;0;0;0
2019;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;94;54;13;41;40;40;0
2019;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;56;0;0;0;0;0;0
2019;Cajazeiras;2503704;CRECHE SAO JOSE;3;0;0;0;0;0;0;0
2019;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;106;106;106;0;0;0;0
2019;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;53;33;6;27;20;20;0
2019;Cajazeiras;2503704;ECIT NICEIA CLAUDINO PINHEIRO;2;430;0;0;0;0;0;0
2019;Cajazeiras;2503704;EEEFM ARIANO VILAR SUASSUNA;2;138;0;0;0;0;0;0
2019;Cajazeiras;2503704;COLEGIO E CURSO MULTIPLA ESCOLHA;4;154;67;23;44;87;53;34
2019;Cajazeiras;2503704;EEIF FENIX;4;38;24;0;24;14;14;0
2019;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;39;23;2;21;16;16;0
2019;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;517;56;30;26;111;45;66
2020;Cajazeiras;2503704;COLEGIO NOSSA SRª DE LOURDES;4;1138;179;86;93;605;306;299
2020;Cajazeiras;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;4;550;62;8;54;388;183;205
2020;Cajazeiras;2503704;COLEGIO ALTERNATIVO MASTER;4;145;40;8;32;105;65;40
2020;Cajazeiras;2503704;EEIFM ARCO IRIS;4;150;29;5;24;121;52;69
2020;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;1007;0;0;0;128;0;128
2020;Cajazeiras;2503704;ECI PROFESSOR CRISPIM COELHO;2;253;0;0;0;112;0;112
2020;Cajazeiras;2503704;EEEF DOM MOISES COELHO;2;1026;0;0;0;653;0;653
2020;Cajazeiras;2503704;EEEFM DESEMBARGADOR BOTO DE MENEZES;2;292;0;0;0;270;270;0
2020;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;114;0;0;0;114;114;0
2020;Cajazeiras;2503704;ECIT CRISTIANO CARTAXO;2;213;0;0;0;0;0;0
2020;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;104;0;0;0;104;81;23
2020;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;229;0;0;0;229;0;229
2020;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;0;0;0;0;0;0;0
2020;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;887;0;0;0;0;0;0
2020;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;595;67;14;53;394;206;188
2020;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;39;6;1;5;13;13;0
2020;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;15;5;1;4;10;10;0
2020;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;167;22;0;22;145;72;73
2020;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;294;30;3;27;230;122;108
2020;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;768;72;0;72;539;297;242
2020;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;653;64;0;64;414;163;251
2020;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;19;9;4;5;10;10;0
2020;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;34;2;0;2;12;12;0
2020;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;195;59;15;44;136;136;0
2020;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;221;38;8;30;162;99;63
2020;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;487;128;23;105;319;174;145
2020;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;197;12;1;11;159;89;70
2020;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;288;44;0;44;244;149;95
2020;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;376;46;0;46;187;187;0
2020;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;23;5;3;2;18;18;0
2020;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;110;38;15;23;72;72;0
2020;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;179;56;12;44;123;123;0
2020;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;477;113;49;64;364;195;169
2020;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;360;0;0;0;360;360;0
2020;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;712;0;0;0;0;0;0
2020;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;378;0;0;0;348;163;185
2020;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;171;51;8;43;120;28;92
2020;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS;1;388;0;0;0;0;0;0
2020;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;36;9;1;8;6;6;0
2020;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;292;0;0;0;254;134;120
2020;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;773;328;222;106;424;277;147
2020;Cajazeiras;2503704;CENTRO EDUCACIONAL JOSUE ROBERTO;4;0;0;0;0;0;0;0
2020;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;36;36;0;36;0;0;0
2020;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;71;71;43;28;0;0;0
2020;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;71;21;0;21;50;50;0
2020;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;149;30;4;26;81;81;0
2020;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;66;51;0;51;15;15;0
2020;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;195;70;0;70;125;125;0
2020;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;193;31;12;19;124;60;64
2020;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;79;29;0;29;50;50;0
2020;Cajazeiras;2503704;EEIF NOVO SECULO;4;29;17;0;17;12;12;0
2020;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;93;93;93;0;0;0;0
2020;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;96;96;96;0;0;0;0
2020;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;93;54;2;52;39;39;0
2020;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;26;0;0;0;0;0;0
2020;Cajazeiras;2503704;CRECHE SAO JOSE;3;0;0;0;0;0;0;0
2020;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;114;114;114;0;0;0;0
2020;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;73;51;20;31;22;22;0
2020;Cajazeiras;2503704;ECIT NICEA CLAUDINO PINHEIRO;2;449;0;0;0;0;0;0
2020;Cajazeiras;2503704;EEEFM ARIANO VILAR SUASSUNA;2;230;0;0;0;0;0;0
2020;Cajazeiras;2503704;COLEGIO E CURSO MULTIPLA ESCOLHA;4;147;55;16;39;92;56;36
2020;Cajazeiras;2503704;EEIF FENIX;4;37;17;10;7;20;20;0
2020;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;22;15;6;9;7;7;0
2020;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;408;41;17;24;115;50;65
2021;Cajazeiras;2503704;COLEGIO DIOCESANO PADRE ROLIM;4;53;0;0;0;31;0;31
2021;Cajazeiras;2503704;COLEGIO NOSSA SRª DE LOURDES;4;1003;128;61;67;563;286;277
2021;Cajazeiras;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;4;427;30;5;25;336;140;196
2021;Cajazeiras;2503704;COLEGIO ALTERNATIVO MASTER;4;120;11;0;11;109;53;56
2021;Cajazeiras;2503704;EEIFM ARCO IRIS;4;121;9;0;9;112;47;65
2021;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;936;0;0;0;95;0;95
2021;Cajazeiras;2503704;ECI PROFESSOR CRISPIM COELHO;2;319;0;0;0;100;0;100
2021;Cajazeiras;2503704;EEEF DOM MOISES COELHO;2;1001;0;0;0;581;0;581
2021;Cajazeiras;2503704;EEEFM DESEMBARGADOR BOTO DE MENEZES;2;270;0;0;0;251;251;0
2021;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;132;0;0;0;132;132;0
2021;Cajazeiras;2503704;ECIT CRISTIANO CARTAXO;2;262;0;0;0;0;0;0
2021;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;111;0;0;0;111;56;55
2021;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;227;0;0;0;227;0;227
2021;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;0;0;0;0;0;0;0
2021;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;862;0;0;0;0;0;0
2021;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;555;74;18;56;406;205;201
2021;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;16;3;1;2;13;13;0
2021;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;18;7;1;6;11;11;0
2021;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;178;32;0;32;146;74;72
2021;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;295;26;2;24;248;113;135
2021;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;833;82;0;82;616;341;275
2021;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;723;91;7;84;469;168;301
2021;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;20;10;2;8;10;10;0
2021;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;30;0;0;0;7;7;0
2021;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;201;67;5;62;134;134;0
2021;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;273;45;4;41;174;99;75
2021;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;552;138;0;138;386;194;192
2021;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;211;34;10;24;146;68;78
2021;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;330;60;0;60;270;159;111
2021;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;414;68;0;68;211;211;0
2021;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;19;7;0;7;12;12;0
2021;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;121;55;13;42;66;66;0
2021;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;99;13;0;13;86;86;0
2021;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;312;25;5;20;287;152;135
2021;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;350;0;0;0;350;350;0
2021;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;707;0;0;0;0;0;0
2021;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;399;0;0;0;372;141;231
2021;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;172;41;0;41;131;26;105
2021;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS;1;354;0;0;0;0;0;0
2021;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;34;8;4;4;10;10;0
2021;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;306;0;0;0;257;126;131
2021;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;875;375;233;142;473;285;188
2021;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;0;0;0;0;0;0;0
2021;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;78;78;39;39;0;0;0
2021;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;91;33;0;33;58;58;0
2021;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;169;37;4;33;82;82;0
2021;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;47;24;0;24;23;23;0
2021;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;61;20;0;20;41;41;0
2021;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;109;5;0;5;81;35;46
2021;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;33;7;0;7;26;26;0
2021;Cajazeiras;2503704;EEIF NOVO SECULO;4;0;0;0;0;0;0;0
2021;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;117;117;117;0;0;0;0
2021;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;111;111;111;0;0;0;0
2021;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;43;21;7;14;22;22;0
2021;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;35;0;0;0;0;0;0
2021;Cajazeiras;2503704;CRECHE SAO JOSE;3;0;0;0;0;0;0;0
2021;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;115;115;115;0;0;0;0
2021;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;36;20;8;12;16;16;0
2021;Cajazeiras;2503704;ECIT PROFESSORA NICEA CLAUDINO PINHEIRO;2;436;0;0;0;0;0;0
2021;Cajazeiras;2503704;EEEFM ARIANO VILAR SUASSUNA;2;265;0;0;0;0;0;0
2021;Cajazeiras;2503704;COLEGIO E CURSO MULTIPLA ESCOLHA;4;87;10;0;10;77;43;34
2021;Cajazeiras;2503704;EEIF FENIX;4;0;0;0;0;0;0;0
2021;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;11;5;2;3;6;6;0
2021;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;433;11;3;8;128;56;72
2022;Cajazeiras;2503704;CENTRO EDUC DOM ZACARIAS - COLEGIO E CURSO;4;;;;;;;
2022;Cajazeiras;2503704;COLEGIO DIOCESANO PADRE ROLIM;4;127;0;0;0;79;29;50
2022;Cajazeiras;2503704;COLEGIO NOSSA SRª DE LOURDES;4;1052;196;110;86;557;283;274
2022;Cajazeiras;2503704;COLEGIO NOSSA SRA DO CARMO LTDA;4;489;48;10;38;357;153;204
2022;Cajazeiras;2503704;COLEGIO ALTERNATIVO MASTER;4;127;27;5;22;100;53;47
2022;Cajazeiras;2503704;EEIFM ARCO IRIS;4;137;28;15;13;109;56;53
2022;Cajazeiras;2503704;EEEFM PROF MANOEL MANGUEIRA LIMA;2;525;0;0;0;68;0;68
2022;Cajazeiras;2503704;ECI PROFESSOR CRISPIM COELHO;2;430;0;0;0;157;0;157
2022;Cajazeiras;2503704;EEEF DOM MOISES COELHO;2;886;0;0;0;410;0;410
2022;Cajazeiras;2503704;EEEFM DESEMBARGADOR BOTO DE MENEZES;2;203;0;0;0;185;185;0
2022;Cajazeiras;2503704;EEEF CEL JOAQUIM MATOS;2;105;0;0;0;105;105;0
2022;Cajazeiras;2503704;ECIT CRISTIANO CARTAXO;2;270;0;0;0;0;0;0
2022;Cajazeiras;2503704;EEEF JOAQUIM VICTOR JUREMA;2;147;0;0;0;147;21;126
2022;Cajazeiras;2503704;EEEF MONSENHOR JOAO MILANES;2;246;0;0;0;246;0;246
2022;Cajazeiras;2503704;EEEF SINHAZINHA RAMALHO;2;;;;;;;
2022;Cajazeiras;2503704;EEEFM MONS CONSTANTINO VIEIRA;2;815;0;0;0;0;0;0
2022;Cajazeiras;2503704;EMEIEF ANTONIO DE SOUSA DIAS;3;540;78;27;51;396;206;190
2022;Cajazeiras;2503704;EMEIEF GABRIEL LUCINDO PEREIRA;3;36;6;3;3;11;11;0
2022;Cajazeiras;2503704;EMEIEF FRANCISCO ARCANJO DE ALBUQUERQUE;3;11;2;0;2;9;9;0
2022;Cajazeiras;2503704;EMEIEF AUGUSTO BERNARDINO DE SOUZA;3;200;29;8;21;134;70;64
2022;Cajazeiras;2503704;EMEIEF CAROLINO DE SOUSA NETO;3;300;33;0;33;238;100;138
2022;Cajazeiras;2503704;EMEIEF CECILIA ESTOLANO MEIRELES;3;891;89;0;89;673;362;311
2022;Cajazeiras;2503704;EMEIEF COSTA E SILVA;3;745;73;0;73;515;182;333
2022;Cajazeiras;2503704;EMEIEF JOAO FRANCISCO DE SOUZA;3;15;8;0;8;7;7;0
2022;Cajazeiras;2503704;EMEIEF JOSE COSMO DE ABREU;3;28;7;5;2;4;4;0
2022;Cajazeiras;2503704;EMEIEF JOSE LEITE ROLIM;3;187;72;17;55;115;115;0
2022;Cajazeiras;2503704;EMEIEF JOSE MARTINS DE OLIVEIRA;3;263;40;5;35;167;85;82
2022;Cajazeiras;2503704;EMEIEF LUIZ CARTAXO ROLIM;3;606;138;0;138;437;233;204
2022;Cajazeiras;2503704;EMEIEF MANOEL GONCALVES DA SILVA;3;239;22;0;22;149;71;78
2022;Cajazeiras;2503704;EMEIEF MATIAS DUARTE ROLIM;3;324;51;9;42;273;165;108
2022;Cajazeiras;2503704;EMEIEF CRISPIM COELHO;3;421;70;0;70;181;181;0
2022;Cajazeiras;2503704;EMEIEF VITAL ALVES DE FREITAS;3;10;1;0;1;9;9;0
2022;Cajazeiras;2503704;EMEIEF MARIA GUIMARAES COELHO;3;156;63;18;45;93;65;28
2022;Cajazeiras;2503704;ESCOLA MUNDO INFANTIL;4;137;46;16;30;91;91;0
2022;Cajazeiras;2503704;ESCOLA VITORIA-REGIA;4;385;108;47;61;277;149;128
2022;Cajazeiras;2503704;ESC PROFISSIONAL MONTE CARMELO;2;283;0;0;0;283;283;0
2022;Cajazeiras;2503704;IFPB - CAMPUS CAJAZEIRAS;1;658;0;0;0;0;0;0
2022;Cajazeiras;2503704;EMEIEF VITORIA BEZERRA;3;402;0;0;0;373;132;241
2022;Cajazeiras;2503704;EMEIEF GALDINO PIRES FERREIRA;3;208;52;11;41;156;50;106
2022;Cajazeiras;2503704;UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS;1;386;0;0;0;0;0;0
2022;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DO NASCIMENTO;3;27;17;1;16;10;10;0
2022;Cajazeiras;2503704;EMEIEF JOSE ANTONIO DIAS;3;307;0;0;0;252;112;140
2022;Cajazeiras;2503704;EMEIEF ANTONIO TABOSA RODRIGUES - CAIC;3;876;361;219;142;515;317;198
2022;Cajazeiras;2503704;EEIF SAGRADO CORACAO DE JESUS;4;;;;;;;
2022;Cajazeiras;2503704;DECISIVO COLEGIO E CURSO;4;;;;;;;
2022;Cajazeiras;2503704;CRECHE FRANCISCA LEANDRO DE SOUSA;3;85;85;39;46;0;0;0
2022;Cajazeiras;2503704;ESC DE ENS FUND NOVA GERACAO;4;;;;;;;
2022;Cajazeiras;2503704;ESCOLA CHAPEUZINHO VERMELHO;4;109;53;12;41;56;56;0
2022;Cajazeiras;2503704;EMEIEF IRMA NIRVANDA LEITE ROLIM;3;187;56;22;34;80;80;0
2022;Cajazeiras;2503704;ESCOLA MENINO MALUQUINHO;4;63;34;0;34;29;29;0
2022;Cajazeiras;2503704;ESCOLA SORRISO INFANTIL;4;140;51;25;26;89;89;0
2022;Cajazeiras;2503704;DEFINICAO COLEGIO E CURSO;4;116;25;12;13;73;28;45
2022;Cajazeiras;2503704;CENTRO EDUCACIONAL IMACULADA CONCEICAO;4;29;5;0;5;24;24;0
2022;Cajazeiras;2503704;EEIF NOVO SECULO;4;;;;;;;
2022;Cajazeiras;2503704;ESCOLA DE EDUC ESPECIAL ANGELINA TAVARES DE MELO;4;;;;;;;
2022;Cajazeiras;2503704;ASSOCIACAO DAS ANTIGAS ALUNAS DOROTEIAS;4;;;;;;;
2022;Cajazeiras;2503704;CRECHE NOSSA SENHORA DA PIEDADE;3;110;110;110;0;0;0;0
2022;Cajazeiras;2503704;INSTITUTO EDUCACIONAL NOSSA SENHORA DE FATIMA;4;56;27;8;19;29;29;0
2022;Cajazeiras;2503704;EEIF ESTRELA CADENTE;4;;;;;;;
2022;Cajazeiras;2503704;SESC LER CAJAZEIRAS;4;40;0;0;0;0;0;0
2022;Cajazeiras;2503704;CRECHE SAO JOSE;3;101;101;101;0;0;0;0
2022;Cajazeiras;2503704;CRECHE SANTA TEREZINHA DO MENINO JESUS;3;119;119;119;0;0;0;0
2022;Cajazeiras;2503704;EDUCANDARIO PASSOS FIRMES;4;36;21;7;14;15;15;0
2022;Cajazeiras;2503704;ECIT PROFESSORA NICEA CLAUDINO PINHEIRO;2;438;0;0;0;0;0;0
2022;Cajazeiras;2503704;EEEFM ARIANO VILAR SUASSUNA;2;263;0;0;0;0;0;0
2022;Cajazeiras;2503704;COLEGIO E CURSO MULTIPLA ESCOLHA;4;110;25;4;21;85;52;33
2022;Cajazeiras;2503704;ESCOLA BRINCANDO E APRENDENDO;4;294;212;118;94;82;82;0
2022;Cajazeiras;2503704;CRECHE NOSSA SENHORA DOS REMEDIOS;3;192;192;192;0;0;0;0
2022;Cajazeiras;2503704;EEIF FENIX;4;;;;;;;
2022;Cajazeiras;2503704;CENTRO DE ENSINO IRMAS MONTEIRO;4;;;;;;;
2022;Cajazeiras;2503704;EDUCANDARIO SONHO MEU;4;17;10;0;10;7;7;0
2022;Cajazeiras;2503704;MASTERS GOLD COLEGIO E CURSO;4;587;63;36;27;151;76;75
